Size,Run,TotalTimeMs,AvgTimePerDelMs
500,1,0.015000000000000
500,2,0.013000000000000
500,3,0.014000000000000
500,4,0.012000000000000
500,5,0.010000000000000
500,6,0.008000000000000
500,7,0.007000000000000
500,8,0.007000000000000
500,9,0.008000000000000
500,10,0.006000000000000
500,11,0.006000000000000
500,12,0.008000000000000
500,13,0.007000000000000
500,14,0.007000000000000
500,15,0.009000000000000
500,16,0.008000000000000
500,17,0.007000000000000
500,18,0.008000000000000
500,19,0.008000000000000
500,20,0.008000000000000
500,21,0.009000000000000
500,22,0.007000000000000
500,23,0.007000000000000
500,24,0.026000000000000
500,25,0.031000000000000
500,26,0.024000000000000
500,27,0.010000000000000
500,28,0.007000000000000
500,29,0.007000000000000
500,30,0.006000000000000
500,31,0.008000000000000
500,32,0.009000000000000
500,33,0.008000000000000
500,34,0.008000000000000
500,35,0.007000000000000
500,36,0.008000000000000
500,37,0.009000000000000
500,38,0.008000000000000
500,39,0.008000000000000
500,40,0.010000000000000
500,41,0.010000000000000
500,42,0.009000000000000
500,43,0.008000000000000
500,44,0.007000000000000
500,45,0.018000000000000
500,46,0.016000000000000
500,47,0.016000000000000
500,48,0.011000000000000
500,49,0.010000000000000
500,50,0.009000000000000
500,51,0.009000000000000
500,52,0.008000000000000
500,53,0.010000000000000
500,54,0.009000000000000
500,55,0.010000000000000
500,56,0.012000000000000
500,57,0.007000000000000
500,58,0.008000000000000
500,59,0.010000000000000
500,60,0.008000000000000
500,61,0.009000000000000
500,62,0.009000000000000
500,63,0.007000000000000
500,64,0.009000000000000
500,65,0.008000000000000
500,66,0.008000000000000
500,67,0.009000000000000
500,68,0.008000000000000
500,69,0.009000000000000
500,70,0.017000000000000
500,71,0.016000000000000
500,72,0.015000000000000
500,73,0.014000000000000
500,74,0.011000000000000
500,75,0.010000000000000
500,76,0.008000000000000
500,77,0.007000000000000
500,78,0.008000000000000
500,79,0.008000000000000
500,80,0.008000000000000
500,81,0.008000000000000
500,82,0.009000000000000
500,83,0.007000000000000
500,84,0.009000000000000
500,85,0.007000000000000
500,86,0.008000000000000
500,87,0.009000000000000
500,88,0.009000000000000
500,89,0.008000000000000
500,90,0.009000000000000
500,91,0.008000000000000
500,92,0.012000000000000
500,93,0.008000000000000
500,94,0.010000000000000
500,95,0.010000000000000
500,96,0.007000000000000
500,97,0.009000000000000
500,98,0.009000000000000
500,99,0.008000000000000
